Flexion,Posterior,Medial,Superior,Internal,Valgus
89.8895376429793,-5.58136185654415,-0.284779902843574,6.75070226791521,9.84462415540558,3.34222780206297
89.0039771372187,-5.56083729359383,-0.263534632367365,6.71073128966874,9.89757003540534,3.32950868157309
88.0005211131415,-5.47026571593229,-0.25716810483273,6.69126304065316,9.88706400311369,3.35204126166344
87.0017875289416,-5.4125060125169,-0.252165394063033,6.6836675835213,9.85839067727064,3.3891972765251
85.9971436509435,-5.32927320748483,-0.251346532177599,6.67686632247515,9.80611219640124,3.43522266299938
84.9968439048608,-5.26268700981466,-0.257760922874175,6.67681476149967,9.76083423666203,3.4824042413663
84.0007247780555,-5.25399035863398,-0.27394024180064,6.67822822865019,9.73649391210142,3.52442457197822
83.0003809463727,-5.17872671482803,-0.286694896258617,6.71162417318765,9.68224796529011,3.56634255520564
82.0007666070756,-5.14137745557582,-0.306875831570519,6.7542412199091,9.6362561356027,3.610212548672
81.0013035066286,-5.1168830284223,-0.33559705354928,6.78604311184768,9.59471939373638,3.65221311143298
80.0019828730425,-5.12455704391594,-0.357871848947084,6.81490529770075,9.55522415169078,3.69252032451734
79.0006064348669,-5.09141453970735,-0.394609457902506,6.83762578326589,9.51053777570666,3.73206617887755
78.0011088600975,-5.12199979581554,-0.438643499109253,6.86306522097784,9.48349908314781,3.76583929142569
77.0016147479032,-5.11089099485033,-0.475607557864997,6.88550089584204,9.43827762854044,3.80280246860858
76.0006787646288,-5.0950317643555,-0.522574774250203,6.90508200730216,9.39833630145467,3.83894589379882
75.0012331883459,-5.09064965607718,-0.563896529427108,6.92323297283432,9.35684944948526,3.86855467891436
74.0009291801188,-5.0805774095848,-0.59730281912209,6.94467086656655,9.30855726938042,3.89797216844518
73.0014779930152,-5.06804296275928,-0.623512842311018,6.96232018529989,9.26920945469685,3.92473691904107
72.002006030678,-5.08984589171657,-0.661577691305171,6.97976921892768,9.23707143856872,3.9481031833278
71.0003053283385,-5.08143952204048,-0.704570707744886,6.99592858443054,9.20836987434597,3.97032072200024
69.9968657114816,-5.0823995792956,-0.730705572132647,7.00957993006948,9.16917894598208,3.99371449157591
69.000976975499,-5.11206481723256,-0.771869786779209,7.02532827244539,9.14839169031922,4.01171046919929
67.9999788882047,-5.12111715346594,-0.79886892622444,7.03684066419916,9.12486019933727,4.0326968392479
66.996951769405,-5.16429571952965,-0.837867469442745,7.04897170529484,9.10197817808682,4.05063549446228
65.9973050092372,-5.21048131289241,-0.878446015023124,7.05688297978454,9.08524876125195,4.07024452002772
65.0010511079718,-5.22759621319137,-0.909111822842103,7.0631855548913,9.06887115421599,4.09258502711264
63.9963547372314,-5.269026796238,-0.943531103175992,7.06762451585978,9.06187387685329,4.11290790700537
62.9970032296119,-5.29977482288449,-0.976418499878168,7.07061173293038,9.04984638046732,4.13205631239113
61.9970328555597,-5.32705868857724,-1.00588885323677,7.07418817339765,9.04696384460165,4.15193485775983
61.0009350621235,-5.36175823269688,-1.02211115952229,7.07641942759549,9.04360907797608,4.17161897015048
59.9969896238837,-5.42130369757527,-1.05962654883481,7.07602824241651,9.05052855377325,4.18833061808009
58.9959666433048,-5.44360547517217,-1.08938604741427,7.0755030197262,9.05789678756465,4.20804985016788
58.0011892573328,-5.54697528409612,-1.1224161588417,7.07330323450337,9.0686915140987,4.22394906960377
57.0012585664674,-5.60442860182486,-1.16895501531834,7.07480342425424,9.08803855402765,4.24136056908463
55.9972853375772,-5.67984681161607,-1.1899680014167,7.07151957427714,9.09991419205943,4.25882405030285
54.9982081171629,-5.76478318793554,-1.21995215797074,7.06853940059528,9.1231621775689,4.27528032193707
53.9964122688336,-5.80653982840919,-1.2502473041416,7.05928687973332,9.15010477799125,4.29446380956974
52.9977069174895,-5.88000246502621,-1.28713361725117,7.05360050386263,9.17855919092971,4.31115770084863
51.9998694592645,-5.91848876648042,-1.3112971514079,7.03345469071283,9.21155378442715,4.32807400972624
51.0009379399391,-5.98479649975435,-1.33672578823046,7.02292567802603,9.24027119208829,4.34371688131654
49.9961364761702,-6.05426762608494,-1.36012381322148,7.00362351865088,9.2761453702871,4.35737057644323
48.9965208654736,-6.0949629903813,-1.38058916118354,6.99198151403006,9.3067455396638,4.37241327777119
48.0024075255878,-6.21465140830557,-1.40422305038621,6.97851656571327,9.35024088200382,4.38117894344064
46.9962472138701,-6.28471402955837,-1.42718527804458,6.95232183584516,9.39648293674252,4.39063313122968
46.000252837163,-6.37739789212875,-1.44209647445907,6.93013494170182,9.43964337486447,4.39939901090034
45.0013936257467,-6.48279992995719,-1.46651674805384,6.90762071189477,9.49484225805349,4.40513351021241
44.0012695764993,-6.5317909517407,-1.48025892168679,6.88943357187854,9.54592820134889,4.41193967965178
43.0009344894705,-6.59151556044118,-1.4996252024421,6.86181116877189,9.6004894488094,4.4159808464895
42.0006689210618,-6.64607425840493,-1.51241156554545,6.82876833411824,9.65297713850541,4.42025643969397
41.0007262853935,-6.71123749091191,-1.52304908625532,6.79489753079626,9.70165706218977,4.42244490901806
40.001475799884,-6.80544856609061,-1.53687873365775,6.76200671262549,9.76039463715557,4.42194334883534
39.0012159391926,-6.88914928320689,-1.54962905810846,6.71907319052454,9.81772131727913,4.41981416304428
38.0009112281291,-6.98609030108878,-1.5631944846142,6.67844112213762,9.87504813767501,4.41520573993681
37.0001253473862,-7.0669186394995,-1.57281834906189,6.63595259276033,9.92415858030144,4.40801491341729
35.9963273673558,-7.17393340515985,-1.57571429578142,6.59440893869405,9.97079061260224,4.39669537522677
34.9966624606111,-7.27191551022533,-1.58048063263357,6.5594683197408,10.0177269337795,4.38375213882981
34.0004477910062,-7.37768150441231,-1.59578716443772,6.51999092761434,10.0580032902985,4.36816097406679
33.000601773828,-7.47339996481014,-1.58162294386466,6.4654102987092,10.0605080832094,4.35481020679666
31.9999743877993,-7.5594430783641,-1.55267527274271,6.40596375488841,10.0688648511447,4.33727198034645
31.0008243925138,-7.6685764192031,-1.54114563059394,6.35139903181943,10.0945213931303,4.31528010156664
29.9970392257585,-7.75796514630281,-1.53069394028147,6.28208004654321,10.14900340798,4.29408436931119
29.0011776963881,-7.86509692613379,-1.52208270870622,6.21959013788211,10.2116155116791,4.2700121036074
28.0019630632222,-7.94513498305279,-1.50725371013719,6.15726838501469,10.2666092394697,4.24626596502298
27.001392888726,-8.03468610639541,-1.50007439852676,6.08490532035047,10.3325639291698,4.21962705304797
25.995936037619,-8.1141220192526,-1.4805683086286,6.01476084414871,10.3978705714033,4.19048255970318
25.0010064120413,-8.21251472140732,-1.46818998861764,5.94434821722382,10.4595921023489,4.15800061461301
24.0004695735965,-8.27054416361746,-1.45368389976043,5.86072782961703,10.5136742292258,4.12366139103728
22.9999875048459,-8.31546419137158,-1.43104377143785,5.78098870965753,10.5586998166426,4.08558404436163
22.0009253971961,-8.38683397438773,-1.40320998763094,5.70527032585524,10.5815218094165,4.04023232835655
20.9969621438035,-8.4491570299712,-1.38522148965305,5.62668797970156,10.5966827425331,3.98991241508318
20.0007992755814,-8.52586191163503,-1.36073651364922,5.54403144063721,10.6033078059671,3.93482400106492
19.0005546410833,-8.58253949927925,-1.34141625561224,5.44870901929832,10.606233041905,3.87910107760499
17.998151307666,-8.66359261674112,-1.31506481891003,5.3549596037045,10.6020804780277,3.81878613915554
16.9963316109489,-8.66459820193042,-1.29230637792019,5.28115299038679,10.583011548146,3.75824358742211
15.9960619657953,-8.70627308551613,-1.27569314021385,5.18937117249276,10.5404678674761,3.69060931592085
15.0017799256776,-8.74647861888916,-1.27232539343697,5.09240177943517,10.4701608833971,3.61911405417446
14.0004868751084,-8.75331446390435,-1.27035650930661,4.97984997924747,10.3587011107096,3.53904667935124
13.0004382683451,-8.78935676937893,-1.25470923850431,4.86134121608875,10.1973294981552,3.45079798314761
12.0004575357161,-8.81720352913477,-1.25977402475267,4.74012179345544,10.0157262384221,3.35410922622384
10.996911024227,-8.85662072659972,-1.25880029122574,4.61046455607196,9.77623042624329,3.25161929475199
10.001029116989,-8.86331297872398,-1.26638089720391,4.47587897409094,9.51482704244137,3.14041541501607
9.00034924885888,-8.89862515251983,-1.25735416737791,4.34109021462642,9.21345741569456,3.02115444228613
8.001227660762,-8.94215797102906,-1.27275995175225,4.18596651085654,8.89514396623866,2.89288545046528
7.00105000866731,-8.95052317792831,-1.27910803343321,4.03406025351225,8.56494717767948,2.76072514497306
6.00018559857932,-8.93356716151153,-1.28476529438705,3.86266072349154,8.21115957916137,2.62289045932159
5.0011114080201,-8.92850329739876,-1.29007084478897,3.69615430181086,7.80843416062832,2.46977532898207
4.00070093723734,-8.91028670038703,-1.29198163383782,3.5245257349873,7.38389329608705,2.31143727724309
2.99848249625143,-8.89683255940521,-1.29554348386251,3.34672116878527,6.92486888681602,2.14065232575948
1.99611334082058,-8.83158042514158,-1.29922115626094,3.16055917270954,6.46157717389767,1.96945600597292
0.996904684610326,-8.78733581986369,-1.2954257010246,2.95833940927759,5.9408519959323,1.78962432334635
-3.73054573864623e-08,-8.44031131805418,-1.28513926669986,2.60832846819302,4.99108536871484,1.46766007244958
